timestamp;kbmemfree;kbmemused
2017-12-21 17:24:21 UTC;4617076;3456068
2017-12-21 17:24:22 UTC;4616456;3456688
2017-12-21 17:24:23 UTC;4616332;3456812
2017-12-21 17:24:24 UTC;4616208;3456936
2017-12-21 17:24:25 UTC;4616208;3456936
2017-12-21 17:24:26 UTC;4616208;3456936
2017-12-21 17:24:27 UTC;4615960;3457184
2017-12-21 17:24:28 UTC;4615960;3457184
2017-12-21 17:24:29 UTC;4615588;3457556
2017-12-21 17:24:30 UTC;4615588;3457556
2017-12-21 17:24:31 UTC;4615216;3457928
2017-12-21 17:24:32 UTC;4614844;3458300
2017-12-21 17:24:33 UTC;4614844;3458300
2017-12-21 17:24:34 UTC;4614844;3458300
2017-12-21 17:24:35 UTC;4614596;3458548
2017-12-21 17:24:36 UTC;4614596;3458548
2017-12-21 17:24:37 UTC;4614348;3458796
2017-12-21 17:24:38 UTC;4614960;3458184
2017-12-21 17:24:39 UTC;4591904;3481240
2017-12-21 17:24:40 UTC;4592276;3480868
2017-12-21 17:24:41 UTC;4568592;3504552
2017-12-21 17:24:42 UTC;4567668;3505476
2017-12-21 17:24:43 UTC;4567228;3505916
2017-12-21 17:24:44 UTC;4566484;3506660
2017-12-21 17:24:45 UTC;4565492;3507652
2017-12-21 17:24:46 UTC;4564500;3508644
2017-12-21 17:24:47 UTC;4563508;3509636
2017-12-21 17:24:48 UTC;4562516;3510628
2017-12-21 17:24:49 UTC;4561772;3511372
2017-12-21 17:24:50 UTC;4560904;3512240
2017-12-21 17:24:51 UTC;4560284;3512860
2017-12-21 17:24:52 UTC;4559540;3513604
2017-12-21 17:24:53 UTC;4558796;3514348
2017-12-21 17:24:54 UTC;4557680;3515464
2017-12-21 17:24:55 UTC;4556936;3516208
2017-12-21 17:24:56 UTC;4555696;3517448
2017-12-21 17:24:57 UTC;4554952;3518192
2017-12-21 17:24:58 UTC;4553836;3519308
2017-12-21 17:24:59 UTC;4552720;3520424
2017-12-21 17:25:00 UTC;4552100;3521044
2017-12-21 17:25:01 UTC;4550612;3522532
2017-12-21 17:25:02 UTC;4549868;3523276
2017-12-21 17:25:03 UTC;4548380;3524764
2017-12-21 17:25:04 UTC;4547512;3525632
2017-12-21 17:25:05 UTC;4546644;3526500
2017-12-21 17:25:06 UTC;4545528;3527616
2017-12-21 17:25:07 UTC;4544536;3528608
2017-12-21 17:25:08 UTC;4543544;3529600
2017-12-21 17:25:09 UTC;4542428;3530716
2017-12-21 17:25:10 UTC;4541560;3531584
2017-12-21 17:25:11 UTC;4540196;3532948
2017-12-21 17:25:12 UTC;4539204;3533940
2017-12-21 17:25:13 UTC;4538212;3534932
2017-12-21 17:25:14 UTC;4537096;3536048
2017-12-21 17:25:15 UTC;4535980;3537164
2017-12-21 17:25:16 UTC;4535236;3537908
2017-12-21 17:25:17 UTC;4534492;3538652
2017-12-21 17:25:18 UTC;4534120;3539024
2017-12-21 17:25:19 UTC;4533500;3539644
2017-12-21 17:25:20 UTC;4533128;3540016
2017-12-21 17:25:21 UTC;4532756;3540388
2017-12-21 17:25:22 UTC;4532756;3540388
2017-12-21 17:25:23 UTC;4532508;3540636
2017-12-21 17:25:24 UTC;4532384;3540760
2017-12-21 17:25:25 UTC;4532136;3541008
2017-12-21 17:25:26 UTC;4532136;3541008
2017-12-21 17:25:27 UTC;4531796;3541348
2017-12-21 17:25:28 UTC;4531548;3541596
2017-12-21 17:25:29 UTC;4531548;3541596
2017-12-21 17:25:30 UTC;4531424;3541720
2017-12-21 17:25:31 UTC;4530928;3542216
2017-12-21 17:25:32 UTC;4530928;3542216
2017-12-21 17:25:33 UTC;4530680;3542464
2017-12-21 17:25:34 UTC;4530184;3542960
2017-12-21 17:25:35 UTC;4530184;3542960
2017-12-21 17:25:36 UTC;4530060;3543084
2017-12-21 17:25:37 UTC;4530060;3543084
2017-12-21 17:25:38 UTC;4529936;3543208
2017-12-21 17:25:39 UTC;4529812;3543332
2017-12-21 17:25:40 UTC;4529812;3543332
2017-12-21 17:25:41 UTC;4507492;3565652
2017-12-21 17:25:42 UTC;4508084;3565060
2017-12-21 17:25:43 UTC;4484568;3588576
2017-12-21 17:25:44 UTC;4484320;3588824
2017-12-21 17:25:45 UTC;4484312;3588832
2017-12-21 17:25:46 UTC;4483792;3589352
2017-12-21 17:25:47 UTC;4483048;3590096
2017-12-21 17:25:48 UTC;4482800;3590344
2017-12-21 17:25:49 UTC;4481932;3591212
2017-12-21 17:25:50 UTC;4481436;3591708
2017-12-21 17:25:51 UTC;4480320;3592824
2017-12-21 17:25:52 UTC;4479700;3593444
2017-12-21 17:25:53 UTC;4479328;3593816
2017-12-21 17:25:54 UTC;4478460;3594684
2017-12-21 17:25:55 UTC;4477716;3595428
2017-12-21 17:25:56 UTC;4477344;3595800
2017-12-21 17:25:57 UTC;4476444;3596700
2017-12-21 17:25:58 UTC;4476072;3597072
2017-12-21 17:25:59 UTC;4475576;3597568
2017-12-21 17:26:00 UTC;4474832;3598312
2017-12-21 17:26:01 UTC;4474212;3598932
2017-12-21 17:26:02 UTC;4474212;3598932
2017-12-21 17:26:03 UTC;4473716;3599428
2017-12-21 17:26:04 UTC;4473468;3599676
2017-12-21 17:26:05 UTC;4472724;3600420
2017-12-21 17:26:06 UTC;4472476;3600668
2017-12-21 17:26:07 UTC;4471732;3601412
2017-12-21 17:26:08 UTC;4471360;3601784
2017-12-21 17:26:09 UTC;4470864;3602280
2017-12-21 17:26:10 UTC;4470244;3602900
2017-12-21 17:26:11 UTC;4469624;3603520
2017-12-21 17:26:12 UTC;4469128;3604016
2017-12-21 17:26:13 UTC;4468384;3604760
2017-12-21 17:26:14 UTC;4468136;3605008
2017-12-21 17:26:15 UTC;4467392;3605752
2017-12-21 17:26:16 UTC;4466648;3606496
2017-12-21 17:26:17 UTC;4465904;3607240
2017-12-21 17:26:18 UTC;4465532;3607612
2017-12-21 17:26:19 UTC;4464912;3608232
2017-12-21 17:26:20 UTC;4464912;3608232
2017-12-21 17:26:21 UTC;4464292;3608852
2017-12-21 17:26:22 UTC;4464292;3608852
2017-12-21 17:26:23 UTC;4463920;3609224
2017-12-21 17:26:24 UTC;4463796;3609348
2017-12-21 17:26:25 UTC;4463796;3609348
2017-12-21 17:26:26 UTC;4463672;3609472
2017-12-21 17:26:27 UTC;4463300;3609844
2017-12-21 17:26:28 UTC;4463300;3609844
2017-12-21 17:26:29 UTC;4463240;3609904
2017-12-21 17:26:30 UTC;4463240;3609904
2017-12-21 17:26:31 UTC;4463488;3609656
2017-12-21 17:26:32 UTC;4463364;3609780
2017-12-21 17:26:33 UTC;4463364;3609780
2017-12-21 17:26:34 UTC;4463240;3609904
2017-12-21 17:26:35 UTC;4463116;3610028
2017-12-21 17:26:36 UTC;4461668;3611476
2017-12-21 17:26:37 UTC;4461720;3611424
2017-12-21 17:26:38 UTC;4462464;3610680
2017-12-21 17:26:39 UTC;4462340;3610804
2017-12-21 17:26:40 UTC;4462340;3610804
2017-12-21 17:26:41 UTC;4462340;3610804
2017-12-21 17:26:42 UTC;4462340;3610804
2017-12-21 17:26:43 UTC;4438840;3634304
2017-12-21 17:26:44 UTC;4439528;3633616
2017-12-21 17:26:45 UTC;4439304;3633840
2017-12-21 17:26:46 UTC;4415524;3657620
2017-12-21 17:26:47 UTC;4414904;3658240
2017-12-21 17:26:48 UTC;4415152;3657992
2017-12-21 17:26:49 UTC;4415028;3658116
2017-12-21 17:26:50 UTC;4414904;3658240
2017-12-21 17:26:51 UTC;4414532;3658612
2017-12-21 17:26:52 UTC;4413912;3659232
2017-12-21 17:26:53 UTC;4413292;3659852
2017-12-21 17:26:54 UTC;4413044;3660100
2017-12-21 17:26:55 UTC;4412672;3660472
2017-12-21 17:26:56 UTC;4412424;3660720
2017-12-21 17:26:57 UTC;4412424;3660720
2017-12-21 17:26:58 UTC;4412208;3660936
2017-12-21 17:26:59 UTC;4411896;3661248
2017-12-21 17:27:00 UTC;4411896;3661248
2017-12-21 17:27:01 UTC;4411648;3661496
2017-12-21 17:27:02 UTC;4411276;3661868
2017-12-21 17:27:03 UTC;4411152;3661992
2017-12-21 17:27:04 UTC;4411028;3662116
2017-12-21 17:27:05 UTC;4410904;3662240
2017-12-21 17:27:06 UTC;4410872;3662272
2017-12-21 17:27:07 UTC;4410656;3662488
2017-12-21 17:27:08 UTC;4410656;3662488
2017-12-21 17:27:09 UTC;4410532;3662612
2017-12-21 17:27:10 UTC;4410532;3662612
2017-12-21 17:27:11 UTC;4410160;3662984
2017-12-21 17:27:12 UTC;4410160;3662984
2017-12-21 17:27:13 UTC;4409912;3663232
2017-12-21 17:27:14 UTC;4409540;3663604
2017-12-21 17:27:15 UTC;4409540;3663604
2017-12-21 17:27:16 UTC;4409540;3663604
2017-12-21 17:27:17 UTC;4409416;3663728
2017-12-21 17:27:18 UTC;4409416;3663728
2017-12-21 17:27:19 UTC;4409044;3664100
2017-12-21 17:27:20 UTC;4408920;3664224
2017-12-21 17:27:21 UTC;4426032;3647112
2017-12-21 17:27:22 UTC;4425660;3647484
2017-12-21 17:27:23 UTC;4425632;3647512
2017-12-21 17:27:24 UTC;4425004;3648140
2017-12-21 17:27:25 UTC;4425288;3647856
2017-12-21 17:27:26 UTC;4425288;3647856
2017-12-21 17:27:27 UTC;4425288;3647856
2017-12-21 17:27:28 UTC;4425164;3647980
2017-12-21 17:27:29 UTC;4425100;3648044
2017-12-21 17:27:30 UTC;4425100;3648044
2017-12-21 17:27:31 UTC;4417692;3655452
2017-12-21 17:27:32 UTC;4417196;3655948
2017-12-21 17:27:33 UTC;4416824;3656320
2017-12-21 17:27:34 UTC;4416824;3656320
2017-12-21 17:27:35 UTC;4416700;3656444
2017-12-21 17:27:36 UTC;4416700;3656444
2017-12-21 17:27:37 UTC;4416576;3656568
2017-12-21 17:27:38 UTC;4416576;3656568
2017-12-21 17:27:39 UTC;4416328;3656816
2017-12-21 17:27:40 UTC;4416328;3656816
2017-12-21 17:27:41 UTC;4415832;3657312
2017-12-21 17:27:42 UTC;4415832;3657312
2017-12-21 17:27:43 UTC;4415708;3657436
2017-12-21 17:27:44 UTC;4415584;3657560
2017-12-21 17:27:45 UTC;4415584;3657560
2017-12-21 17:27:46 UTC;4388180;3684964
2017-12-21 17:27:47 UTC;4384088;3689056
2017-12-21 17:27:48 UTC;4381864;3691280
2017-12-21 17:27:49 UTC;4355008;3718136
2017-12-21 17:27:50 UTC;4353860;3719284
2017-12-21 17:27:51 UTC;4352992;3720152
2017-12-21 17:27:52 UTC;4352184;3720960
2017-12-21 17:27:53 UTC;4350076;3723068
2017-12-21 17:27:54 UTC;4349892;3723252
2017-12-21 17:27:55 UTC;4348868;3724276
2017-12-21 17:27:56 UTC;4348588;3724556
2017-12-21 17:27:57 UTC;4347660;3725484
2017-12-21 17:27:58 UTC;4346512;3726632
2017-12-21 17:27:59 UTC;4345428;3727716
2017-12-21 17:28:00 UTC;4343880;3729264
2017-12-21 17:28:01 UTC;4338356;3734788
2017-12-21 17:28:02 UTC;4338020;3735124
2017-12-21 17:28:03 UTC;4336968;3736176
2017-12-21 17:28:04 UTC;4335944;3737200
2017-12-21 17:28:05 UTC;4335664;3737480
2017-12-21 17:28:06 UTC;4335200;3737944
2017-12-21 17:28:07 UTC;4334984;3738160
2017-12-21 17:28:08 UTC;4334208;3738936
2017-12-21 17:28:09 UTC;4344392;3728752
2017-12-21 17:28:10 UTC;4344996;3728148
2017-12-21 17:28:11 UTC;4354664;3718480
2017-12-21 17:28:12 UTC;4354944;3718200
2017-12-21 17:28:13 UTC;4354420;3718724
2017-12-21 17:28:14 UTC;4354204;3718940
2017-12-21 17:28:15 UTC;4354036;3719108
2017-12-21 17:28:16 UTC;4354420;3718724
2017-12-21 17:28:17 UTC;4354764;3718380
2017-12-21 17:28:18 UTC;4355568;3717576
2017-12-21 17:28:19 UTC;4355320;3717824
2017-12-21 17:28:20 UTC;4355416;3717728
2017-12-21 17:28:21 UTC;4356808;3716336
2017-12-21 17:28:22 UTC;4356528;3716616
2017-12-21 17:28:23 UTC;4356404;3716740
2017-12-21 17:28:24 UTC;4356808;3716336
2017-12-21 17:28:25 UTC;4353800;3719344
2017-12-21 17:28:26 UTC;4351940;3721204
2017-12-21 17:28:27 UTC;4351348;3721796
2017-12-21 17:28:28 UTC;4351288;3721856
2017-12-21 17:28:29 UTC;4351040;3722104
2017-12-21 17:28:30 UTC;4350700;3722444
2017-12-21 17:28:31 UTC;4350916;3722228
2017-12-21 17:28:32 UTC;4349984;3723160
2017-12-21 17:28:33 UTC;4350576;3722568
2017-12-21 17:28:34 UTC;4350328;3722816
2017-12-21 17:28:35 UTC;4351008;3722136
2017-12-21 17:28:36 UTC;4351868;3721276
2017-12-21 17:28:37 UTC;4352124;3721020
2017-12-21 17:28:38 UTC;4352032;3721112
2017-12-21 17:28:39 UTC;4344596;3728548
2017-12-21 17:28:40 UTC;4344500;3728644
2017-12-21 17:28:41 UTC;4343280;3729864
2017-12-21 17:28:42 UTC;4344996;3728148
2017-12-21 17:28:43 UTC;4345368;3727776
2017-12-21 17:28:44 UTC;4347344;3725800
2017-12-21 17:28:45 UTC;4348064;3725080
2017-12-21 17:28:46 UTC;4337972;3735172
2017-12-21 17:28:47 UTC;4343732;3729412
2017-12-21 17:28:48 UTC;4343700;3729444
2017-12-21 17:28:49 UTC;4343576;3729568
2017-12-21 17:28:50 UTC;4324232;3748912
2017-12-21 17:28:51 UTC;4297788;3775356
2017-12-21 17:28:52 UTC;4297224;3775920
2017-12-21 17:28:53 UTC;4295432;3777712
2017-12-21 17:28:54 UTC;4295060;3778084
2017-12-21 17:28:55 UTC;4294068;3779076
2017-12-21 17:28:56 UTC;4284644;3788500
2017-12-21 17:28:57 UTC;4283744;3789400
2017-12-21 17:28:58 UTC;4282596;3790548
2017-12-21 17:28:59 UTC;4281908;3791236
2017-12-21 17:29:00 UTC;4281512;3791632
2017-12-21 17:29:01 UTC;4280268;3792876
2017-12-21 17:29:02 UTC;4279992;3793152
2017-12-21 17:29:03 UTC;4279620;3793524
2017-12-21 17:29:04 UTC;4278752;3794392
2017-12-21 17:29:05 UTC;4276052;3797092
2017-12-21 17:29:06 UTC;4276116;3797028
2017-12-21 17:29:07 UTC;4276116;3797028
2017-12-21 17:29:08 UTC;4275900;3797244
2017-12-21 17:29:09 UTC;4275280;3797864
2017-12-21 17:29:10 UTC;4275156;3797988
2017-12-21 17:29:11 UTC;4275188;3797956
2017-12-21 17:29:12 UTC;4274784;3798360
2017-12-21 17:29:13 UTC;4274040;3799104
2017-12-21 17:29:14 UTC;4273916;3799228
2017-12-21 17:29:15 UTC;4275156;3797988
2017-12-21 17:29:16 UTC;4275156;3797988
2017-12-21 17:29:17 UTC;4275556;3797588
2017-12-21 17:29:18 UTC;4275548;3797596
2017-12-21 17:29:19 UTC;4277004;3796140
2017-12-21 17:29:20 UTC;4277036;3796108
2017-12-21 17:29:21 UTC;4277100;3796044
2017-12-21 17:29:22 UTC;4276912;3796232
2017-12-21 17:29:23 UTC;4277688;3795456
2017-12-21 17:29:24 UTC;4277688;3795456
2017-12-21 17:29:25 UTC;4277688;3795456
2017-12-21 17:29:26 UTC;4278804;3794340
2017-12-21 17:29:27 UTC;4279924;3793220
2017-12-21 17:29:28 UTC;4279764;3793380
2017-12-21 17:29:29 UTC;4284480;3788664
2017-12-21 17:29:30 UTC;4285736;3787408
2017-12-21 17:29:31 UTC;4285220;3787924
2017-12-21 17:29:32 UTC;4285220;3787924
2017-12-21 17:29:33 UTC;4285284;3787860
2017-12-21 17:29:34 UTC;4285160;3787984
2017-12-21 17:29:35 UTC;4285160;3787984
2017-12-21 17:29:36 UTC;4285168;3787976
2017-12-21 17:29:37 UTC;4285168;3787976
2017-12-21 17:29:38 UTC;4283556;3789588
2017-12-21 17:29:39 UTC;4283432;3789712
2017-12-21 17:29:40 UTC;4282936;3790208
2017-12-21 17:29:41 UTC;4281324;3791820
2017-12-21 17:29:42 UTC;4280580;3792564
2017-12-21 17:29:43 UTC;4278068;3795076
2017-12-21 17:29:44 UTC;4275836;3797308
2017-12-21 17:29:45 UTC;4275308;3797836
2017-12-21 17:29:46 UTC;4275124;3798020
2017-12-21 17:29:47 UTC;4273480;3799664
2017-12-21 17:29:48 UTC;4273356;3799788
2017-12-21 17:29:49 UTC;4272488;3800656
2017-12-21 17:29:50 UTC;4271892;3801252
2017-12-21 17:29:51 UTC;4271520;3801624
2017-12-21 17:29:52 UTC;4269536;3803608
2017-12-21 17:29:53 UTC;4239440;3833704
2017-12-21 17:29:54 UTC;4229148;3843996
2017-12-21 17:29:55 UTC;4226916;3846228
2017-12-21 17:29:56 UTC;4225676;3847468
2017-12-21 17:29:57 UTC;4225552;3847592
2017-12-21 17:29:58 UTC;4225056;3848088
2017-12-21 17:29:59 UTC;4224932;3848212
2017-12-21 17:30:00 UTC;4225676;3847468
2017-12-21 17:30:01 UTC;4224484;3848660
2017-12-21 17:30:02 UTC;4223692;3849452
2017-12-21 17:30:03 UTC;4223492;3849652
2017-12-21 17:30:04 UTC;4223492;3849652
2017-12-21 17:30:05 UTC;4223400;3849744
2017-12-21 17:30:06 UTC;4222904;3850240
2017-12-21 17:30:07 UTC;4221416;3851728
2017-12-21 17:30:08 UTC;4221368;3851776
2017-12-21 17:30:09 UTC;4221368;3851776
2017-12-21 17:30:10 UTC;4221492;3851652
2017-12-21 17:30:11 UTC;4220872;3852272
2017-12-21 17:30:12 UTC;4220808;3852336
2017-12-21 17:30:13 UTC;4221896;3851248
2017-12-21 17:30:14 UTC;4221152;3851992
2017-12-21 17:30:15 UTC;4221504;3851640
2017-12-21 17:30:16 UTC;4222160;3850984
2017-12-21 17:30:17 UTC;4220856;3852288
2017-12-21 17:30:18 UTC;4221076;3852068
2017-12-21 17:30:19 UTC;4220576;3852568
2017-12-21 17:30:20 UTC;4219368;3853776
2017-12-21 17:30:21 UTC;4219056;3854088
2017-12-21 17:30:22 UTC;4217880;3855264
2017-12-21 17:30:23 UTC;4217260;3855884
2017-12-21 17:30:24 UTC;4217104;3856040
2017-12-21 17:30:25 UTC;4217012;3856132
2017-12-21 17:30:26 UTC;4216796;3856348
2017-12-21 17:30:27 UTC;4217476;3855668
2017-12-21 17:30:28 UTC;4217384;3855760
2017-12-21 17:30:29 UTC;4218096;3855048
2017-12-21 17:30:30 UTC;4218500;3854644
2017-12-21 17:30:31 UTC;4218408;3854736
2017-12-21 17:30:32 UTC;4218812;3854332
2017-12-21 17:30:33 UTC;4219344;3853800
2017-12-21 17:30:34 UTC;4219276;3853868
2017-12-21 17:30:35 UTC;4219556;3853588
2017-12-21 17:30:36 UTC;4219556;3853588
2017-12-21 17:30:37 UTC;4219432;3853712
2017-12-21 17:30:38 UTC;4219244;3853900
2017-12-21 17:30:39 UTC;4219524;3853620
2017-12-21 17:30:40 UTC;4219428;3853716
2017-12-21 17:30:41 UTC;4219616;3853528
2017-12-21 17:30:42 UTC;4219276;3853868
2017-12-21 17:30:43 UTC;4219028;3854116
2017-12-21 17:30:44 UTC;4218160;3854984
2017-12-21 17:30:45 UTC;4218160;3854984
2017-12-21 17:30:46 UTC;4217912;3855232
2017-12-21 17:30:47 UTC;4217756;3855388
2017-12-21 17:30:48 UTC;4216112;3857032
2017-12-21 17:30:49 UTC;4217852;3855292
2017-12-21 17:30:50 UTC;4218156;3854988
2017-12-21 17:30:51 UTC;4217848;3855296
2017-12-21 17:30:52 UTC;4217104;3856040
2017-12-21 17:30:53 UTC;4216392;3856752
2017-12-21 17:30:54 UTC;4216020;3857124
2017-12-21 17:30:55 UTC;4214904;3858240
2017-12-21 17:30:56 UTC;4176548;3896596
2017-12-21 17:30:57 UTC;4169076;3904068
2017-12-21 17:30:58 UTC;4168340;3904804
2017-12-21 17:30:59 UTC;4165796;3907348
2017-12-21 17:31:00 UTC;4165484;3907660
2017-12-21 17:31:01 UTC;4165676;3907468
2017-12-21 17:31:02 UTC;4165656;3907488
2017-12-21 17:31:03 UTC;4165168;3907976
2017-12-21 17:31:04 UTC;4165448;3907696
2017-12-21 17:31:05 UTC;4165944;3907200
2017-12-21 17:31:06 UTC;4166656;3906488
2017-12-21 17:31:07 UTC;4166936;3906208
2017-12-21 17:31:08 UTC;4166688;3906456
2017-12-21 17:31:09 UTC;4166036;3907108
2017-12-21 17:31:10 UTC;4165448;3907696
2017-12-21 17:31:11 UTC;4165120;3908024
2017-12-21 17:31:12 UTC;4166060;3907084
2017-12-21 17:31:13 UTC;4166556;3906588
2017-12-21 17:31:14 UTC;4166524;3906620
2017-12-21 17:31:15 UTC;4165944;3907200
2017-12-21 17:31:16 UTC;4167464;3905680
2017-12-21 17:31:17 UTC;4167092;3906052
2017-12-21 17:31:18 UTC;4165912;3907232
2017-12-21 17:31:19 UTC;4165696;3907448
2017-12-21 17:31:20 UTC;4165728;3907416
2017-12-21 17:31:21 UTC;4165728;3907416
2017-12-21 17:31:22 UTC;4165604;3907540
2017-12-21 17:31:23 UTC;4163124;3910020
2017-12-21 17:31:24 UTC;4157544;3915600
2017-12-21 17:31:25 UTC;4165356;3907788
2017-12-21 17:31:26 UTC;4184204;3888940
2017-12-21 17:31:27 UTC;4181600;3891544
2017-12-21 17:31:28 UTC;4178996;3894148
2017-12-21 17:31:29 UTC;4179616;3893528
2017-12-21 17:31:30 UTC;4186188;3886956
2017-12-21 17:31:31 UTC;4198928;3874216
2017-12-21 17:31:32 UTC;4195724;3877420
2017-12-21 17:31:33 UTC;4197068;3876076
2017-12-21 17:31:34 UTC;4197192;3875952
2017-12-21 17:31:35 UTC;4191332;3881812
2017-12-21 17:31:36 UTC;4192864;3880280
2017-12-21 17:31:37 UTC;4195992;3877152
2017-12-21 17:31:38 UTC;4201412;3871732
2017-12-21 17:31:39 UTC;4201680;3871464
2017-12-21 17:31:40 UTC;4197236;3875908
2017-12-21 17:31:41 UTC;4197016;3876128
2017-12-21 17:31:42 UTC;4196192;3876952
2017-12-21 17:31:43 UTC;4196100;3877044
2017-12-21 17:31:44 UTC;4195960;3877184
2017-12-21 17:31:45 UTC;4199124;3874020
2017-12-21 17:31:46 UTC;4193916;3879228
2017-12-21 17:31:47 UTC;4194040;3879104
2017-12-21 17:31:48 UTC;4193812;3879332
2017-12-21 17:31:49 UTC;4192736;3880408
2017-12-21 17:31:50 UTC;4192024;3881120
2017-12-21 17:31:51 UTC;4186784;3886360
2017-12-21 17:31:52 UTC;4187188;3885956
2017-12-21 17:31:53 UTC;4186380;3886764
2017-12-21 17:31:54 UTC;4185980;3887164
2017-12-21 17:31:55 UTC;4179220;3893924
2017-12-21 17:31:56 UTC;4178664;3894480
2017-12-21 17:31:57 UTC;4178168;3894976
2017-12-21 17:31:58 UTC;4178476;3894668
2017-12-21 17:31:59 UTC;4143816;3929328
2017-12-21 17:32:00 UTC;4139880;3933264
2017-12-21 17:32:01 UTC;4138640;3934504
2017-12-21 17:32:02 UTC;4138144;3935000
2017-12-21 17:32:03 UTC;4135788;3937356
2017-12-21 17:32:04 UTC;4134940;3938204
2017-12-21 17:32:05 UTC;4135632;3937512
2017-12-21 17:32:06 UTC;4136188;3936956
2017-12-21 17:32:07 UTC;4135536;3937608
2017-12-21 17:32:08 UTC;4135008;3938136
2017-12-21 17:32:09 UTC;4134296;3938848
2017-12-21 17:32:10 UTC;4133044;3940100
2017-12-21 17:32:11 UTC;4133108;3940036
2017-12-21 17:32:12 UTC;4133172;3939972
2017-12-21 17:32:13 UTC;4133212;3939932
