timestamp;%idle
2017-12-21 17:22:56 UTC;92,23
2017-12-21 17:22:57 UTC;86,65
2017-12-21 17:22:58 UTC;83,84
2017-12-21 17:22:59 UTC;77,50
2017-12-21 17:23:00 UTC;89,22
2017-12-21 17:23:01 UTC;92,46
2017-12-21 17:23:02 UTC;91,98
2017-12-21 17:23:03 UTC;92,46
2017-12-21 17:23:04 UTC;94,75
2017-12-21 17:23:05 UTC;94,72
2017-12-21 17:23:06 UTC;92,96
2017-12-21 17:23:07 UTC;93,22
2017-12-21 17:23:08 UTC;93,70
2017-12-21 17:23:09 UTC;92,75
2017-12-21 17:23:10 UTC;86,93
2017-12-21 17:23:11 UTC;84,89
2017-12-21 17:23:12 UTC;84,08
2017-12-21 17:23:13 UTC;85,68
2017-12-21 17:23:14 UTC;85,68
2017-12-21 17:23:15 UTC;85,21
2017-12-21 17:23:16 UTC;85,75
2017-12-21 17:23:17 UTC;86,84
2017-12-21 17:23:18 UTC;86,43
2017-12-21 17:23:19 UTC;85,71
2017-12-21 17:23:20 UTC;86,22
2017-12-21 17:23:21 UTC;85,71
2017-12-21 17:23:22 UTC;85,75
2017-12-21 17:23:23 UTC;85,86
2017-12-21 17:23:24 UTC;85,68
2017-12-21 17:23:25 UTC;85,79
2017-12-21 17:23:26 UTC;86,22
2017-12-21 17:23:27 UTC;86,65
2017-12-21 17:23:28 UTC;86,25
2017-12-21 17:23:29 UTC;85,54
2017-12-21 17:23:30 UTC;86,25
2017-12-21 17:23:31 UTC;87,09
2017-12-21 17:23:32 UTC;86,00
2017-12-21 17:23:33 UTC;86,18
2017-12-21 17:23:34 UTC;85,79
2017-12-21 17:23:35 UTC;86,03
2017-12-21 17:23:36 UTC;86,22
2017-12-21 17:23:37 UTC;86,68
2017-12-21 17:23:38 UTC;86,43
2017-12-21 17:23:39 UTC;81,61
2017-12-21 17:23:40 UTC;78,30
2017-12-21 17:23:41 UTC;79,70
2017-12-21 17:23:42 UTC;79,45
2017-12-21 17:23:43 UTC;80,25
2017-12-21 17:23:44 UTC;79,40
2017-12-21 17:23:45 UTC;79,20
2017-12-21 17:23:46 UTC;79,05
2017-12-21 17:23:47 UTC;78,95
