# hostname;interval;timestamp;kbmemfree;kbavail;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
zenbook;1;2018-01-25 19:10:05 UTC;5720072;6475544;2345812;29,08;75648;1025808;9218524;53,34;1063380;961148;336
zenbook;1;2018-01-25 19:10:06 UTC;5720104;6475624;2345780;29,08;75648;1025856;9218524;53,34;1063368;961196;360
zenbook;1;2018-01-25 19:10:07 UTC;5720260;6476136;2345624;29,08;75648;1026172;9211940;53,30;1063560;961376;652
zenbook;1;2018-01-25 19:10:08 UTC;5720260;6476136;2345624;29,08;75656;1026220;9211940;53,30;1063560;961376;676
zenbook;1;2018-01-25 19:10:09 UTC;5720260;6476192;2345624;29,08;75656;1026276;9211940;53,30;1063560;961432;704
zenbook;1;2018-01-25 19:10:10 UTC;5713892;6469884;2351992;29,16;75672;1026320;9205192;53,26;1069588;961488;748
zenbook;1;2018-01-25 19:10:11 UTC;5686532;6442632;2379352;29,50;75672;1059504;9235912;53,44;1063664;994680;444
zenbook;1;2018-01-25 19:10:12 UTC;5691608;6447764;2374276;29,44;75680;1053608;9240476;53,47;1063884;988836;740
zenbook;1;2018-01-25 19:10:13 UTC;5692980;6449144;2372904;29,42;75680;1052256;9240476;53,47;1063916;987420;868
zenbook;1;2018-01-25 19:10:14 UTC;5692980;6449200;2372904;29,42;75680;1052312;9240476;53,47;1063916;987476;896
zenbook;1;2018-01-25 19:10:15 UTC;5693104;6449372;2372780;29,42;75680;1052092;9240476;53,47;1063916;987256;920
zenbook;1;2018-01-25 19:10:16 UTC;5693104;6449420;2372780;29,42;75688;1052148;9240476;53,47;1063924;987304;960
zenbook;1;2018-01-25 19:10:17 UTC;5693228;6449600;2372656;29,42;75688;1052036;9240476;53,47;1063932;987200;984
zenbook;1;2018-01-25 19:10:18 UTC;5692820;6449312;2373064;29,42;75720;1052092;9240476;53,47;1063976;987304;544
zenbook;1;2018-01-25 19:10:19 UTC;5692696;6449188;2373188;29,42;75720;1052140;9240476;53,47;1063976;987304;568
zenbook;1;2018-01-25 19:10:20 UTC;5692696;6449284;2373188;29,42;75720;1052188;9240476;53,47;1063992;987400;592
zenbook;1;2018-01-25 19:10:21 UTC;5692696;6449384;2373188;29,42;75736;1052244;9240476;53,47;1064120;987456;636
zenbook;1;2018-01-25 19:10:22 UTC;5692696;6449384;2373188;29,42;75736;1052292;9240476;53,47;1064120;987456;660
zenbook;1;2018-01-25 19:10:23 UTC;5692696;6449440;2373188;29,42;75736;1052348;9240476;53,47;1064088;987512;688
zenbook;1;2018-01-25 19:10:24 UTC;5692696;6449468;2373188;29,42;75736;1052396;9240476;53,47;1064088;987540;712
zenbook;1;2018-01-25 19:10:25 UTC;5692572;6449452;2373312;29,42;75736;1052452;9240476;53,47;1064148;987640;740
zenbook;1;2018-01-25 19:10:26 UTC;5692572;6449460;2373312;29,42;75748;1052504;9240476;53,47;1064156;987640;704
zenbook;1;2018-01-25 19:10:27 UTC;5692636;6449632;2373248;29,42;75748;1052564;9240476;53,47;1064192;987744;560
zenbook;1;2018-01-25 19:10:28 UTC;5692636;6449640;2373248;29,42;75752;1052612;9240476;53,47;1064192;987752;748
zenbook;1;2018-01-25 19:10:29 UTC;5692636;6449696;2373248;29,42;75752;1052660;9240476;53,47;1064192;987808;772
zenbook;1;2018-01-25 19:10:30 UTC;5692636;6449740;2373248;29,42;75752;1052716;9240476;53,47;1064204;987852;800
zenbook;1;2018-01-25 19:10:31 UTC;5692512;6449712;2373372;29,42;75760;1052756;9240476;53,47;1064240;987948;824
zenbook;1;2018-01-25 19:10:32 UTC;5692544;6449824;2373340;29,42;75768;1052812;9240476;53,47;1064204;988028;884
zenbook;1;2018-01-25 19:10:33 UTC;5692512;6449848;2373372;29,42;75768;1052868;9240476;53,47;1064212;988076;928
zenbook;1;2018-01-25 19:10:34 UTC;5692388;6449776;2373496;29,43;75768;1052924;9240476;53,47;1064216;988128;956
zenbook;1;2018-01-25 19:10:35 UTC;5692388;6449828;2373496;29,43;75768;1052972;9240476;53,47;1064216;988176;980
zenbook;1;2018-01-25 19:10:36 UTC;5692388;6449868;2373496;29,43;75768;1053028;9240476;53,47;1064228;988208;1008
zenbook;1;2018-01-25 19:10:37 UTC;5692388;6449936;2373496;29,43;75776;1053076;9240476;53,47;1064236;988272;1048
zenbook;1;2018-01-25 19:10:38 UTC;5692388;6449936;2373496;29,43;75776;1053124;9240476;53,47;1064236;988272;1072
zenbook;1;2018-01-25 19:10:39 UTC;5692388;6450048;2373496;29,43;75776;1053180;9240476;53,47;1064256;988384;1100
zenbook;1;2018-01-25 19:10:40 UTC;5692388;6450100;2373496;29,43;75776;1053228;9240476;53,47;1064268;988428;1124
zenbook;1;2018-01-25 19:10:41 UTC;5692388;6450168;2373496;29,43;75776;1053284;9240476;53,47;1064268;988496;292
zenbook;1;2018-01-25 19:10:42 UTC;5692328;6450108;2373556;29,43;75784;1053332;9240476;53,47;1064292;988496;208
zenbook;1;2018-01-25 19:10:43 UTC;5692080;6449916;2373804;29,43;75784;1053388;9240476;53,47;1064292;988552;240
zenbook;1;2018-01-25 19:10:44 UTC;5692080;6450020;2373804;29,43;75784;1053436;9240476;53,47;1064312;988648;304
zenbook;1;2018-01-25 19:10:45 UTC;5692080;6450076;2373804;29,43;75784;1053492;9240476;53,47;1064308;988704;332
zenbook;1;2018-01-25 19:10:46 UTC;5691924;6449968;2373960;29,43;75800;1053524;9240476;53,47;1064316;988752;360
zenbook;1;2018-01-25 19:10:47 UTC;5691956;6450060;2373928;29,43;75800;1053588;9240476;53,47;1064344;988792;440
zenbook;1;2018-01-25 19:10:48 UTC;5691308;6449640;2374576;29,44;75800;1053724;9240476;53,47;1064520;989020;468
zenbook;1;2018-01-25 19:10:49 UTC;5691336;6449500;2374548;29,44;75800;1053692;9240476;53,47;1064384;988848;500
zenbook;1;2018-01-25 19:10:50 UTC;5691336;6449556;2374548;29,44;75800;1053748;9240476;53,47;1064384;988904;528
zenbook;1;2018-01-25 19:10:51 UTC;5691336;6449604;2374548;29,44;75800;1053796;9240476;53,47;1064392;988952;552
zenbook;1;2018-01-25 19:10:52 UTC;5714488;6472816;2351396;29,15;75808;1030344;9210368;53,29;1064420;965496;628
zenbook;1;2018-01-25 19:10:53 UTC;5715364;6473744;2350520;29,14;75808;1029160;9210368;53,29;1064824;964316;692
zenbook;1;2018-01-25 19:10:54 UTC;5714648;6473136;2351236;29,15;75808;1030024;9236412;53,45;1064684;965228;720
zenbook;1;2018-01-25 19:10:55 UTC;5713640;6472176;2352244;29,16;75808;1030176;9246272;53,50;1065044;965372;744
zenbook;1;2018-01-25 19:10:56 UTC;5714736;6473320;2351148;29,15;75808;1029172;9246272;53,50;1065216;964368;768
zenbook;1;2018-01-25 19:10:57 UTC;5713516;6472164;2352368;29,16;75816;1030568;9255128;53,55;1065372;965772;180
zenbook;1;2018-01-25 19:10:58 UTC;5713728;6472424;2352156;29,16;75816;1030348;9263088;53,60;1065624;965552;212
zenbook;1;2018-01-25 19:10:59 UTC;5712664;6471416;2353220;29,17;75816;1030896;9272896;53,66;1065864;966100;276
zenbook;1;2018-01-25 19:11:00 UTC;5713780;6472580;2352104;29,16;75816;1029412;9272896;53,66;1065968;964612;300
zenbook;1;2018-01-25 19:11:01 UTC;5711780;6470604;2354104;29,19;75816;1031116;9309568;53,87;1066532;966284;332
zenbook;1;2018-01-25 19:11:02 UTC;5711672;6470552;2354212;29,19;75824;1031076;9317648;53,92;1066656;966260;356
zenbook;1;2018-01-25 19:11:03 UTC;5712664;6471632;2353220;29,17;75824;1029604;9317648;53,92;1067064;964804;404
zenbook;1;2018-01-25 19:11:04 UTC;5712664;6471632;2353220;29,17;75824;1029372;9317648;53,92;1067092;964524;428
zenbook;1;2018-01-25 19:11:05 UTC;5712540;6471556;2353344;29,18;75824;1029420;9317648;53,92;1067156;964572;452
zenbook;1;2018-01-25 19:11:06 UTC;5712540;6471588;2353344;29,18;75824;1029476;9317648;53,92;1067180;964604;480
zenbook;1;2018-01-25 19:11:07 UTC;5712416;6471556;2353468;29,18;75824;1029352;9317648;53,92;1067200;964524;504
zenbook;1;2018-01-25 19:11:08 UTC;5712292;6471464;2353592;29,18;75832;1029324;9317648;53,92;1067244;964468;532
zenbook;1;2018-01-25 19:11:09 UTC;5712416;6471612;2353468;29,18;75832;1029372;9317648;53,92;1067276;964492;556
zenbook;1;2018-01-25 19:11:10 UTC;5712416;6471660;2353468;29,18;75832;1029428;9317648;53,92;1067284;964540;584
zenbook;1;2018-01-25 19:11:11 UTC;5712664;6472044;2353220;29,17;75832;1029480;9317648;53,92;1067204;964668;608
zenbook;1;2018-01-25 19:11:12 UTC;5712540;6471980;2353344;29,18;75832;1029532;9317648;53,92;1067364;964732;516
zenbook;1;2018-01-25 19:11:13 UTC;5712540;6472032;2353344;29,18;75840;1029580;9317648;53,92;1067368;964784;564
zenbook;1;2018-01-25 19:11:14 UTC;5712168;6471660;2353716;29,18;75840;1029628;9317648;53,92;1067332;964784;588
zenbook;1;2018-01-25 19:11:15 UTC;5712012;6471616;2353872;29,18;75840;1029684;9317648;53,92;1067416;964888;620
zenbook;1;2018-01-25 19:11:16 UTC;5711952;6471556;2353932;29,18;75840;1029732;9317648;53,92;1067416;964888;644
zenbook;1;2018-01-25 19:11:17 UTC;5711920;6471580;2353964;29,18;75840;1029788;9317648;53,92;1067428;964944;676
zenbook;1;2018-01-25 19:11:18 UTC;5711796;6471512;2354088;29,19;75848;1029836;9317648;53,92;1067456;964996;700
zenbook;1;2018-01-25 19:11:19 UTC;5711796;6471568;2354088;29,19;75848;1029892;9317648;53,92;1067456;965052;728
zenbook;1;2018-01-25 19:11:20 UTC;5711796;6471568;2354088;29,19;75848;1029944;9317648;53,92;1067460;965072;752
zenbook;1;2018-01-25 19:11:21 UTC;5711672;6471500;2354212;29,19;75848;1029996;9317648;53,92;1067460;965128;780
zenbook;1;2018-01-25 19:11:22 UTC;5711672;6471596;2354212;29,19;75864;1030044;9317648;53,92;1067468;965220;860
zenbook;1;2018-01-25 19:11:23 UTC;5711672;6471700;2354212;29,19;75864;1030092;9317648;53,92;1067548;965308;884
zenbook;1;2018-01-25 19:11:24 UTC;5711548;6471632;2354336;29,19;75864;1030148;9317648;53,92;1067568;965360;912
zenbook;1;2018-01-25 19:11:25 UTC;5711548;6471632;2354336;29,19;75864;1030196;9317648;53,92;1067568;965360;936
zenbook;1;2018-01-25 19:11:26 UTC;5711548;6471688;2354336;29,19;75864;1030252;9317648;53,92;1067568;965416;964
zenbook;1;2018-01-25 19:11:27 UTC;5711548;6471736;2354336;29,19;75864;1030300;9317648;53,92;1067568;965464;988
zenbook;1;2018-01-25 19:11:28 UTC;5711548;6471824;2354336;29,19;75872;1030356;9317648;53,92;1067600;965544;8
zenbook;1;2018-01-25 19:11:29 UTC;5711548;6472032;2354336;29,19;75872;1030404;9317648;53,92;1067392;965752;44
zenbook;1;2018-01-25 19:11:30 UTC;5711424;6471908;2354460;29,19;75872;1030452;9317648;53,92;1067392;965752;68
zenbook;1;2018-01-25 19:11:31 UTC;5711424;6471964;2354460;29,19;75872;1030508;9317648;53,92;1067392;965808;96
zenbook;1;2018-01-25 19:11:32 UTC;5711300;6471896;2354584;29,19;75872;1030556;9317648;53,92;1067392;965864;120
zenbook;1;2018-01-25 19:11:33 UTC;5711300;6472004;2354584;29,19;75880;1030612;9317648;53,92;1067396;965972;176
zenbook;1;2018-01-25 19:11:34 UTC;5711300;6472004;2354584;29,19;75880;1030660;9317648;53,92;1067396;965972;200
zenbook;1;2018-01-25 19:11:35 UTC;5711208;6471968;2354676;29,19;75880;1030716;9317648;53,92;1067396;966028;228
zenbook;1;2018-01-25 19:11:36 UTC;5711084;6471896;2354800;29,19;75880;1030764;9317648;53,92;1067404;966076;252
zenbook;1;2018-01-25 19:11:37 UTC;5711052;6471920;2354832;29,19;75880;1030820;9317648;53,92;1067404;966132;280
zenbook;1;2018-01-25 19:11:38 UTC;5711052;6472036;2354832;29,19;75888;1030868;9317648;53,92;1067408;966240;304
zenbook;1;2018-01-25 19:11:39 UTC;5711052;6472036;2354832;29,19;75888;1030916;9317648;53,92;1067408;966240;328
zenbook;1;2018-01-25 19:11:40 UTC;5711052;6472092;2354832;29,19;75888;1030972;9317648;53,92;1067408;966296;356
zenbook;1;2018-01-25 19:11:41 UTC;5711052;6472148;2354832;29,19;75888;1031020;9317648;53,92;1067408;966352;380
zenbook;1;2018-01-25 19:11:42 UTC;5710556;6471932;2355328;29,20;75888;1031296;9328460;53,98;1067496;966640;408
zenbook;1;2018-01-25 19:11:43 UTC;5710556;6471988;2355328;29,20;75896;1031344;9328460;53,98;1067520;966684;440
zenbook;1;2018-01-25 19:11:44 UTC;5710588;6472076;2355296;29,20;75896;1031400;9328460;53,98;1067520;966740;468
zenbook;1;2018-01-25 19:11:45 UTC;5710556;6472044;2355328;29,20;75896;1031448;9328460;53,98;1067520;966740;492
zenbook;1;2018-01-25 19:11:46 UTC;5710432;6471976;2355452;29,20;75896;1031504;9328460;53,98;1067520;966796;524
zenbook;1;2018-01-25 19:11:47 UTC;5710432;6472084;2355452;29,20;75896;1031552;9328460;53,98;1067528;966900;552
zenbook;1;2018-01-25 19:11:48 UTC;5710308;6472016;2355576;29,20;75904;1031600;9328460;53,98;1067528;966956;576
zenbook;1;2018-01-25 19:11:49 UTC;5710308;6472072;2355576;29,20;75904;1031656;9328460;53,98;1067528;967012;604
zenbook;1;2018-01-25 19:11:50 UTC;5710308;6472148;2355576;29,20;75904;1031704;9328460;53,98;1067552;967084;628
zenbook;1;2018-01-25 19:11:51 UTC;5710184;6472088;2355700;29,21;75904;1031760;9328460;53,98;1067560;967140;656
zenbook;1;2018-01-25 19:11:52 UTC;5710184;6472092;2355700;29,21;75904;1031808;9328460;53,98;1067556;967144;696
zenbook;1;2018-01-25 19:11:53 UTC;5710152;6472180;2355732;29,21;75912;1031864;9328460;53,98;1067556;967264;724
zenbook;1;2018-01-25 19:11:54 UTC;5709936;6472020;2355948;29,21;75912;1031912;9328460;53,98;1067556;967320;748
zenbook;1;2018-01-25 19:11:55 UTC;5709812;6471952;2356072;29,21;75912;1031968;9328460;53,98;1067564;967368;776
zenbook;1;2018-01-25 19:11:56 UTC;5709812;6471952;2356072;29,21;75912;1032016;9328460;53,98;1067564;967368;800
zenbook;1;2018-01-25 19:11:57 UTC;5709812;6472036;2356072;29,21;75912;1032064;9328460;53,98;1067592;967452;824
zenbook;1;2018-01-25 19:11:58 UTC;5709596;6471928;2356288;29,21;75924;1032056;9328460;53,98;1067592;967556;164
zenbook;1;2018-01-25 19:11:59 UTC;5709348;6471716;2356536;29,22;75924;1032196;9328460;53,98;1067656;967624;40
zenbook;1;2018-01-25 19:12:00 UTC;5709348;6471780;2356536;29,22;75924;1032256;9328460;53,98;1067664;967680;68
zenbook;1;2018-01-25 19:12:01 UTC;5709348;6471780;2356536;29,22;75924;1032300;9328460;53,98;1067664;967680;108
zenbook;1;2018-01-25 19:12:02 UTC;5709224;6471708;2356660;29,22;75924;1032364;9328460;53,98;1067656;967732;136
zenbook;1;2018-01-25 19:12:03 UTC;5707116;6469748;2358768;29,24;75924;1033820;9328460;53,98;1067820;969312;240
zenbook;1;2018-01-25 19:12:04 UTC;5707736;6470424;2358148;29,24;75932;1032852;9328460;53,98;1067896;968348;280
zenbook;1;2018-01-25 19:12:05 UTC;5706776;6469524;2359108;29,25;75948;1034116;9328460;53,98;1068088;969612;332
zenbook;1;2018-01-25 19:12:06 UTC;5706120;6468932;2359764;29,26;75948;1034236;9338296;54,04;1068512;969712;376
zenbook;1;2018-01-25 19:12:07 UTC;5705908;6468776;2359976;29,26;75948;1034552;9348440;54,09;1068696;970044;444
zenbook;1;2018-01-25 19:12:08 UTC;5706652;6469520;2359232;29,25;75948;1033180;9348440;54,09;1068956;968624;468
zenbook;1;2018-01-25 19:12:09 UTC;5706652;6469624;2359232;29,25;75948;1033152;9348440;54,09;1068952;968644;496
zenbook;1;2018-01-25 19:12:10 UTC;5705628;6468648;2360256;29,26;75948;1034040;9348440;54,09;1068972;969532;520
zenbook;1;2018-01-25 19:12:11 UTC;5705604;6468688;2360280;29,26;75956;1033352;9348440;54,09;1069500;968924;548
zenbook;1;2018-01-25 19:12:12 UTC;5650232;6413476;2415652;29,95;75964;1082388;9417252;54,49;1076332;1017744;600
zenbook;1;2018-01-25 19:12:13 UTC;5648372;6411956;2417512;29,97;75972;1083008;9436560;54,60;1076824;1018416;892
zenbook;1;2018-01-25 19:12:14 UTC;5649576;6413208;2416308;29,96;75972;1081500;9436560;54,60;1076836;1016932;240
zenbook;1;2018-01-25 19:12:15 UTC;5694208;6457876;2371676;29,40;75972;1036844;9389872;54,33;1077164;972432;168
zenbook;1;2018-01-25 19:12:16 UTC;5694060;6457768;2371824;29,41;75972;1036848;9389872;54,33;1077084;972308;200
zenbook;1;2018-01-25 19:12:17 UTC;5693936;6457708;2371948;29,41;75972;1036896;9389872;54,33;1077056;972376;228
zenbook;1;2018-01-25 19:12:18 UTC;5694152;6457980;2371732;29,40;75980;1036696;9389872;54,33;1077208;972168;304
zenbook;1;2018-01-25 19:12:19 UTC;5694184;6458012;2371700;29,40;75988;1036736;9389872;54,33;1077208;972168;328
zenbook;1;2018-01-25 19:12:20 UTC;5694216;6458100;2371668;29,40;75988;1036800;9389872;54,33;1077208;972224;368
zenbook;1;2018-01-25 19:12:21 UTC;5694216;6458200;2371668;29,40;75988;1036848;9389872;54,33;1077220;972324;392
zenbook;1;2018-01-25 19:12:22 UTC;5694184;6458232;2371700;29,40;75996;1036904;9389872;54,33;1077304;972372;448
zenbook;1;2018-01-25 19:12:23 UTC;5694060;6458164;2371824;29,41;75996;1036952;9389872;54,33;1077300;972428;472
zenbook;1;2018-01-25 19:12:24 UTC;5693936;6458096;2371948;29,41;75996;1037000;9389872;54,33;1077308;972476;496
zenbook;1;2018-01-25 19:12:25 UTC;5693688;6458032;2372196;29,41;75996;1037184;9389872;54,33;1077364;972660;524
zenbook;1;2018-01-25 19:12:26 UTC;5693688;6458080;2372196;29,41;75996;1037232;9389872;54,33;1077376;972704;548
zenbook;1;2018-01-25 19:12:27 UTC;5693564;6458020;2372320;29,41;75996;1037288;9389872;54,33;1077380;972768;576
zenbook;1;2018-01-25 19:12:28 UTC;5693564;6458024;2372320;29,41;76004;1037336;9389872;54,33;1077408;972772;608
zenbook;1;2018-01-25 19:12:29 UTC;5693564;6458080;2372320;29,41;76004;1037392;9389872;54,33;1077408;972828;120
zenbook;1;2018-01-25 19:12:30 UTC;5693692;6458268;2372192;29,41;76004;1037440;9389872;54,33;1077416;972880;52
zenbook;1;2018-01-25 19:12:31 UTC;5693568;6458200;2372316;29,41;76004;1037512;9389872;54,33;1077416;972936;84
zenbook;1;2018-01-25 19:12:32 UTC;5693600;6458288;2372284;29,41;76004;1037544;9389872;54,33;1077364;973004;124
zenbook;1;2018-01-25 19:12:33 UTC;5693476;6458208;2372408;29,41;76012;1037592;9389872;54,33;1077364;973048;160
zenbook;1;2018-01-25 19:12:34 UTC;5693352;6458136;2372532;29,41;76012;1037648;9389872;54,33;1077368;973100;188
zenbook;1;2018-01-25 19:12:35 UTC;5693228;6458068;2372656;29,42;76012;1037696;9389872;54,33;1077368;973156;212
zenbook;1;2018-01-25 19:12:36 UTC;5693228;6458124;2372656;29,42;76012;1037752;9389872;54,33;1077376;973204;240
zenbook;1;2018-01-25 19:12:37 UTC;5693260;6458200;2372624;29,42;76012;1037800;9389872;54,33;1077376;973244;264
zenbook;1;2018-01-25 19:12:38 UTC;5693104;6458144;2372780;29,42;76020;1037856;9389872;54,33;1077392;973340;292
zenbook;1;2018-01-25 19:12:39 UTC;5693104;6458144;2372780;29,42;76020;1037904;9389872;54,33;1077392;973340;316
zenbook;1;2018-01-25 19:12:40 UTC;5693104;6458200;2372780;29,42;76020;1037960;9389872;54,33;1077392;973396;344
zenbook;1;2018-01-25 19:12:41 UTC;5693104;6458252;2372780;29,42;76020;1038008;9389872;54,33;1077392;973452;368
zenbook;1;2018-01-25 19:12:42 UTC;5693104;6458308;2372780;29,42;76020;1038056;9389872;54,33;1077392;973508;392
zenbook;1;2018-01-25 19:12:43 UTC;5692980;6458240;2372904;29,42;76028;1038112;9389872;54,33;1077392;973564;420
zenbook;1;2018-01-25 19:12:44 UTC;5692856;6458184;2373028;29,42;76028;1038160;9389872;54,33;1077396;973624;444
zenbook;1;2018-01-25 19:12:45 UTC;5692856;6458284;2373028;29,42;76028;1038216;9389872;54,33;1077404;973720;468
zenbook;1;2018-01-25 19:12:46 UTC;5692856;6458284;2373028;29,42;76028;1038264;9389872;54,33;1077404;973720;496
zenbook;1;2018-01-25 19:12:47 UTC;5692732;6458264;2373152;29,42;76028;1038320;9389872;54,33;1077400;973824;528
zenbook;1;2018-01-25 19:12:48 UTC;5692608;6458176;2373276;29,42;76036;1038368;9389872;54,33;1077424;973856;552
zenbook;1;2018-01-25 19:12:49 UTC;5692608;6458236;2373276;29,42;76036;1038424;9389872;54,33;1077424;973912;580
