timestamp;%idle
2018-01-25 18:36:33 UTC;97,24
2018-01-25 18:36:34 UTC;89,28
2018-01-25 18:36:35 UTC;94,19
2018-01-25 18:36:36 UTC;97,01
2018-01-25 18:36:37 UTC;97,74
2018-01-25 18:36:38 UTC;97,26
2018-01-25 18:36:39 UTC;97,74
2018-01-25 18:36:40 UTC;97,50
2018-01-25 18:36:41 UTC;94,21
2018-01-25 18:36:42 UTC;94,24
2018-01-25 18:36:43 UTC;94,99
2018-01-25 18:36:44 UTC;95,23
2018-01-25 18:36:45 UTC;95,99
2018-01-25 18:36:46 UTC;95,98
2018-01-25 18:36:47 UTC;95,75
2018-01-25 18:36:48 UTC;96,47
2018-01-25 18:36:49 UTC;95,99
2018-01-25 18:36:50 UTC;95,76
2018-01-25 18:36:51 UTC;96,23
2018-01-25 18:36:52 UTC;96,00
2018-01-25 18:36:53 UTC;95,99
2018-01-25 18:36:54 UTC;95,99
2018-01-25 18:36:55 UTC;96,24
2018-01-25 18:36:56 UTC;96,47
2018-01-25 18:36:57 UTC;96,00
2018-01-25 18:36:58 UTC;96,00
2018-01-25 18:36:59 UTC;95,75
2018-01-25 18:37:00 UTC;95,97
2018-01-25 18:37:01 UTC;96,48
2018-01-25 18:37:02 UTC;95,51
2018-01-25 18:37:03 UTC;96,25
2018-01-25 18:37:04 UTC;95,99
2018-01-25 18:37:05 UTC;95,99
2018-01-25 18:37:06 UTC;96,00
2018-01-25 18:37:07 UTC;96,24
2018-01-25 18:37:08 UTC;95,99
2018-01-25 18:37:09 UTC;95,75
2018-01-25 18:37:10 UTC;96,73
2018-01-25 18:37:11 UTC;95,76
2018-01-25 18:37:12 UTC;96,24
2018-01-25 18:37:13 UTC;96,24
2018-01-25 18:37:14 UTC;96,73
2018-01-25 18:37:15 UTC;96,25
2018-01-25 18:37:16 UTC;96,97
2018-01-25 18:37:17 UTC;96,24
2018-01-25 18:37:18 UTC;95,75
2018-01-25 18:37:19 UTC;94,99
2018-01-25 18:37:20 UTC;81,20
2018-01-25 18:37:21 UTC;94,00
2018-01-25 18:37:22 UTC;95,23
2018-01-25 18:37:23 UTC;92,95
2018-01-25 18:37:24 UTC;91,73
2018-01-25 18:37:25 UTC;92,15
2018-01-25 18:37:26 UTC;90,93
2018-01-25 18:37:27 UTC;90,18
2018-01-25 18:37:28 UTC;87,66
2018-01-25 18:37:29 UTC;90,08
2018-01-25 18:37:30 UTC;88,66
2018-01-25 18:37:31 UTC;88,19
2018-01-25 18:37:32 UTC;88,94
2018-01-25 18:37:33 UTC;89,11
2018-01-25 18:37:34 UTC;88,72
2018-01-25 18:37:35 UTC;88,89
2018-01-25 18:37:36 UTC;89,17
2018-01-25 18:37:37 UTC;88,69
2018-01-25 18:37:38 UTC;89,37
2018-01-25 18:37:39 UTC;89,20
2018-01-25 18:37:40 UTC;89,20
2018-01-25 18:37:41 UTC;89,45
2018-01-25 18:37:42 UTC;90,15
2018-01-25 18:37:43 UTC;89,67
2018-01-25 18:37:44 UTC;89,92
2018-01-25 18:37:45 UTC;89,47
2018-01-25 18:37:46 UTC;89,47
2018-01-25 18:37:47 UTC;89,45
2018-01-25 18:37:48 UTC;89,17
2018-01-25 18:37:49 UTC;88,78
2018-01-25 18:37:50 UTC;89,22
2018-01-25 18:37:51 UTC;88,75
2018-01-25 18:37:52 UTC;89,25
2018-01-25 18:37:53 UTC;89,92
2018-01-25 18:37:54 UTC;90,38
2018-01-25 18:37:55 UTC;89,67
2018-01-25 18:37:56 UTC;89,42
2018-01-25 18:37:57 UTC;89,92
2018-01-25 18:37:58 UTC;89,72
2018-01-25 18:37:59 UTC;89,70
2018-01-25 18:38:00 UTC;89,90
2018-01-25 18:38:01 UTC;89,95
2018-01-25 18:38:02 UTC;89,47
2018-01-25 18:38:03 UTC;90,18
2018-01-25 18:38:04 UTC;89,70
2018-01-25 18:38:05 UTC;89,70
2018-01-25 18:38:06 UTC;89,70
2018-01-25 18:38:07 UTC;89,70
2018-01-25 18:38:08 UTC;89,42
2018-01-25 18:38:09 UTC;89,70
2018-01-25 18:38:10 UTC;89,53
2018-01-25 18:38:11 UTC;89,72
